comment,num_of_likes,reply_count
"พี่ไม่ต้องรอราคาก็ได้นะครับ
",0,0
wow 😲😳 mrbeast,0,0
Bro have 1M on 22 minute 💀,0,0
❤❤❤❤,0,0
Next video: I Spent 100 Hours Inside Jupiter!,0,0
Ethiopia 🇪🇹,0,0
Do Mars next,0,0
One of the best videos ever 😃,0,0
우왕 !,0,0
RENATO GARCIA VISITOU ----------brasil!!!!!!!!!!!!!!!!!!!!!!!!,0,0
S,0,0
😅,0,0
Adamda ki güce bak ya,0,0
😂,0,0
7:35. It's just proves that polish people build the pyramids,0,0
Under 30 min chain ⬇️,0,0
Mom dad I'm famous now 🤧,0,0
부럽다 ㅜ,0,0
I Need money bro😢,0,0
Mister beats ven a Venezuela,0,0
সরি বস একটু লেট হয়ে গেল কমেন্ট করতে,0,0
بلادنا العزيزة واهرماتنا وحضارتنا❤,0,0
Amazing 😮,0,0
🙃🙃🙃,0,0
what the early,0,0
المال له اثر,0,0
❤❤❤❤   بيست,0,0
"THERE'S NO WAY, THIS MORNING AND LAST NIGHT I SPENT LISTENING TO THEORYS ABOUT THE GREAT PYRAMIDS",0,0
Let your brands come to Turkey,0,0
"hello
(:",0,0
❤❤❤,0,0
5:16 Still water,0,0
قولوا سبحان الله الخالق الذي خلق السماوات والارض وخلق كل شيء الذي جعل الاهرامات تبني❤❤❤,0,0
اللهم صل على محمد وآل محمد الطيبين الطاهرين ياحبيبي يارسول الله ❤,0,0
Anti Spiral❤,0,0
Who loves Mrbeast 👇,0,0
наконец то нормальный контент,0,0
Let your brands come to Turkey,0,0
this is 2 time longer than any of 50 hour videos but surely shorter than 7 days video but hey this video is great,0,0
"Broo, en Japones la voz es de naruto! Me dio felicidad oirlo.",0,0
"мистер бист, приезжай в узбекистан, там намного больше загадок и тайн",0,0
نورتو مصر واللهى,0,0
Крутой выпуск 😂,0,0
مين كان مستني الفديو من زمان,0,0
👇Under 1 hour gang,0,0
I love your vids❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤,0,0
Woww!!!,0,0
مصر🇪🇬,0,0
still water💀💀,0,0
"""De alguna manera"" 💵💵💵💵",0,0
انا من مصر,0,0
🎉,0,0
Somos los primeros ❤❤❤❤❤❤te amamos yimmii❤❤❤❤🎉❤🎉❤🎉🎉❤🎉❤🎉❤🎉❤🎉🎉❤,0,0
یااللہ یامحمد ❤,0,0
Qui parle français 😅,0,0
Oop im already subbed,0,0
Dude 4K,0,0
We love you😅😢,0,0
Мистер лист ты приедешь в Кыргызстан?,0,0
ORKUN IŞITMAK,0,0
Tank for view❤❤,0,0
I will make it a cartoon😂,0,0
Wow but I'm from Egypt why you don't do alot of videos in Egypt,0,0
Wow 🤯,0,0
Supar vido😮,0,0
hello,0,1
Всем привет! Смотрю как только вышел это видео! Мс Бист ты супер!!! Я из Кыргызстана город Ош!,0,0
Sui,0,0
22 minit 1 million complete ✅,0,0
Love you beast ❤❤,0,0
je t aime mister beast,0,0
Vm granmisterio te saluda.,0,0
Erownie gelen beğensin türkkkk varmı🇹🇷🇹🇷🇹🇷,0,0
Ooo I’m early early 😮,0,0
☠️☠️☠️☠️☠️☠️☠️☠️☠️☠️☠️☠️☠️☠️☠️☠️☠️☠️☠️☠️,0,0
Level 10 gyaat,0,0
Let your brands come to Turkey,0,0
من كردستان تحيه لل مصر عزيمه,0,0
Under 30 min,0,0
W,0,0
YOOOOOOO,0,0
i bought a property in a egypt,0,0
العراق مصر 🇮🇶🇪🇬,0,0
5:14,0,0
Escribe 👍👍👍,0,0
te quiro,0,0
Beats with me beat and beaat ❤❤,0,0
Under 30 min gang🤞🤞,0,0
2:43 так сказали бы только инопланетяне ),0,0
Oque o Mordecai tá fazendo aí ???,0,0
Bh,0,0
That’s so so so coool 😂,0,0
I was there,0,0
Who loves Jesus!!!😊❤🎉,0,0
احبكم كثير 🎉❤,0,0
Wow,0,0
Lol,0,0
Cool vid 👍👏,0,0
I am the fourth,0,0
now I'm interested,0,0
Amazing!!!,0,0
Me gusta,0,0
این ویدئو میتونست تخت جمشید ضبط بشه افسوس🖤,0,0
20minute,0,0
egypts past is so interesting!!,0,0
Love from Solomon island ❤🇸🇧 and love your videos,0,0
مرحبا هل يمكنك أن تأتي الئ العراق ❤,0,0
❤❤❤,0,0
I spent 100 hours inside the piramids 1:25 1:25 1:25 1:25 1:25 1:25 1:25 1:25 1:25 1:25 1:25,0,0
LOVE FROM PAKISTAN 💞,0,0
Soy Batman,0,0
❤❤❤❤,0,0
Under 1 hour gang,0,0
There are no feastables in Turkey,0,0
باقي تجى اليمن,0,0
Hola😊,0,0
❤❤,0,0
@VMGranmisterio te saluda! 🫰🏻,0,0
Escribe😂😂😂😂😂,0,0
😮,0,0
Nice,0,0
😂,0,0
Мистер бист заберись  на гору таё,0,0
ভালো লাগলো❤❤️,0,0
This is Isabella im your fan,0,0
😱😱😱😱😱,0,0
Ayuda en nombre de Dios,0,0
Karl got traumatized,0,0
"Жарайсың, недеген еңбек",0,0
اليوتيوب يعود يسلف باه يخلصك,0,0
ههه دفعوا فلوس لمصر  وبايبيعوا الأهرامات,0,1
واتتتتتتتتتتتتتتتتتتتتت😂,0,0
100 hours in Area 51 Next Up,0,0
Ello mate,0,0
😢يارب اللي يدخل عندي يدخل عليه الستر والصحة وراحة البال❤ ويرزقك من حيث لا تحتسب ❤❤❤🎉🎉🎉🎉😢😢😢😢,0,0
Love you Egypt,0,0
Under 1 hour gang,0,0
I'm from Egypt 🇪🇬😎,0,0
ееее новое видео,0,0
Love you brother 💝❤🎉 love from Bangladesh ❤,0,0
Egypt!,0,0
Plz come Bangladesh ❤😢 surviving Sundarban 😊,0,0
6.4k comment+l🌌🌌🌌,0,0
20 mins ago,0,0
Before 1 million views gang,0,0
❤️‍🔥❤️‍🔥,0,0
Right as I finish eating really,0,0
দারুন ভাবে বুঝে এক্সপ্ল করলে❤❤❤,0,0
Can you unban erownie?,0,0
20 min 🧍🏽‍♀️,0,0
Wow,0,0
Интересно сколько денег мистер бист заплатил что быт 100 часов,0,0
Hello,0,0
ım am turkıs,0,0
LOVE FROM BANGLADESH ❤🇧🇩🇧🇩,0,0
Wooww❤,0,0
Can you unblock erownie😢,0,0
que raro segun yo por esas capas esta la bedrok🤔,0,0
porque se pusieron tan paranoicos cuando mencionan los aliens🤫🤨,0,0
How much this must had cost 🤯,0,0
"Your videos are always so helpful, thank you!",0,0
Holaaaaa,0,0
LOVE FROM ARGENTINA,0,0
Who sees mrbeast video in Tamil ...,0,0
За 20 минут 1000000 просмотров..,0,0
wow  views going to break record,0,0
Find anubis,0,0
Bro casually rented out the pyramids,0,0
Daymmm he is popular,0,0
Love from Florida! ❤,0,0
Молодец 😍👍🏻,0,0
❤❤❤,0,0
Égypte ❤,0,0
"Curiously, in the Arab Republic of Sudan there are more pyramids than in the Arab Republic of Egypt",0,0
Wow,0,0
كم محبي مستر بست اثبتو وجودكم ❤,0,0
Love from bangladesh,0,0
Me gudta,0,0
"Under 959,075 views",0,0
❤🎉😢,0,0
There are no feastables in Turkey ☹☹☹,0,0
Holaaa,0,0
اول,0,0
Ahah i watched this before 1M viewers yippee,0,0
Cool,0,0
Waos,0,0
مرحبا انا مصري,0,0
هل انت تدعم فلسطين ؟,0,0
20 min ago 😎,0,0
Bros getting cursed for life with this one 🗣️🗣️🔥🔥,0,0
Tombs???!!!! 4500 yrs ago built... no. Much longer than that and definitely not tombs,0,0
Top,0,0
Under 20 mins,0,0
Love you bro ❤❤❤,0,0
Iraqis 🇮🇶🥲🥲🥲,0,0
"Bro,This is so fabricated it's embarrassing.",0,0
20 min ago!!!,0,0
here before 1m views,0,0
Egyptian Vibs are so Amazing ❤❤❤,0,0
Coooooooooooooolt,0,0
And I also bought it😅,0,0
বাংলাদেশের কে কে আছো হাত তোলো 🥰🥰,0,0
I am from Egyp ❤,0,0
"""Somos los unicos que ingresamos aqui. Casi nadie"". *La pared llena de grafiti",0,0
Awessome bro ^^ thanks to sharing this moment ^^,0,0
VM Gran Misterio te saluda,0,0
Is the next video on Mars?,0,0
Egypt ❤❤❤,0,0
"freee Palestine 😢
and support ❤",0,0
😍😍😍😍,0,0
20 minute gang 👇,0,0
ENTONCES LAS TEORIAS ERAN CIERTASA :O,0,0
We came early guys,0,0
Nice 👍,0,0
🇧🇩🇧🇩🇧🇩🇧🇩,0,0
واخيران,0,0
love from pakistan❤,0,0
❤❤❤,0,0
Erownie'nin engeli kalkacak lannnn,0,0
"Next time . erbil citedel 
it is over 6000 years old",0,0
Best vid,0,0
Crazy,0,0
I learned so much🎉,0,0
El mejor sin duda alguna ❤,0,0
Most favourite video of pyramids ever!!,0,0
Under 1 hours 10 m,0,0
Кто русский,0,0
Круто👍👍👍👍,0,0
Venom,0,0
Laire,0,0
Find Lebanese flag in this video 😂😂,0,0
There are no feastables in Turkey,0,0
VM Gran Misterio saludos,0,0
ممكن تعملو الصوت بالمصري تحفه اسمه العربيه ثانوي عند الترجمه,0,0
Love from Bangladesh ❤,0,0
Nice Video . I Love IT ❤️❤️,0,0
Under 1 hour gang👇:Edit mom I’m famous🤪🥳🤩,0,0
Gelo😮😮,0,0
no escribe,0,0
1M with just 20 mins is diabolical,0,0
The Aliens are gonna love this one !,0,0
When cleopatra wakes up,0,0
Helooo,0,0
NO NO NO NO I AM HERE FIRST FIRST,0,0
esta epic,0,0
Estuvo muy bueno tu bideo,0,0
Türk var mı,0,0
Uploaded 21 mins ago👀,0,0
Hello,0,0
سيظل القدس عاصمة فلسطين الابدية ❤,0,0
❤❤😂😂,0,0
Best video ever created by you,0,0
Hello 😀,0,0
انا رايح اخد اللعبه الدهب 😂😂😂,0,0
❤❤❤❤❤,0,0
Жду українську озвучку а відео як завжди топове :),0,0
I am from Egypt slayyy,0,0
❤❤❤,0,0
There are no feastables in Turkey😢😢,0,0
gutes video,0,0
cauliflower,0,0
Wow this is incredible,0,0
Bro owned the pyramids for somedays  😂,0,0
Zahi hawas hawas ka pujaari😂😂😂😂😂,0,0
এটা সেই ছিলো ভাই❤❤,0,0
Türk varmı alooo,0,0
next video reviving 100 million years old mummy ;),0,0
"Yu fevrat cntri   
🇵🇰🇮🇳",0,0
🇹🇷,0,0
برعييييييي,0,0
مستر بيست لقد دخلت التاريخ من اوسع ابوابه مصر ام الدنيا,0,0
Bros doing the impossible he probably spent more on the pyramids than the video itself,0,0
😮😮,0,0
"Wow, an amazing expierience for yall",0,0
Esperando 100 horas na Cracolândia 😂,0,0
Love FROM PAKISTAN ❤🇵🇰,0,0
There are no feastables in Turkey,0,0
Love you mrbeast ❤❤,0,0
Beassttt gamessss,0,0
Yo 20mins!?,0,0
Bro I can't buy cause I am Pakistani and I need this,0,0
Wow es hermoso,0,0
우와 나 18분 전에 봤어,0,0
Wow.,0,0
earlyy,0,0
Hello boys and girls,0,0
❤,0,0
Love you brooo,0,0
Come in Ethiopia because Ethiopia is ❤❤❤❤❤,0,0
Abi seni çok seviyorum,0,0
"*ONLY THAT THE LARGEST PYRAMID IN THE WORLD IS IN MEXICO SPECIFICALLY IN CHOLULA, PUEBLA*",0,0
Brutal,0,0
VM Gran Misterio sends you greetings,0,0
"freee Palestine 😢
and support ❤",0,0
Adam firovun oldu be inanmıyom uzlaylılar yaptı,0,0
Under a hour gang 👇,0,0
LOVE FROM BANGLADESH 🇧🇩,0,0
Not even a million view yet,0,0
Cuanto me gustaría conoserte,0,0
عاشت فلسطين حره,0,0
Before 1 hour,0,0
Under 1 hour👇,0,0
En i am from sweden,0,0
3K complete kardo guys 🏆😁🙂,0,0
Mind blowing 🤯,0,0
KEHANET.,0,0
Egypt 💖,0,0
wow,0,0
under one hour!!!!,0,0
nice,0,0
A,0,0
:D,0,0
Have you ever come assam ?🇮🇳😮,0,0
plz best let me do video with you,0,0
Did a video with Big Ben,0,0
"Братан когда Егорику напишешь он в джунглях уже 1,5года ходит",0,0
Primero 🎉,0,0
it's a bat 🦇 cave at the top of the pyramid 😁.,0,0
There are no feastables in Turkey,0,0
Love your Videos,0,0
under 1 hour assemble,0,0
here from INDONESIA ... THANKS FOR THIS INCREDIBLE VIDEO !,0,0
Me I am one,0,0
Hmmmmmm,0,0
lol😂😂😂,0,0
ทองคำที่ฝั่งไว้ ตอนนี้ยังอยู่ไหม😂,0,0
Hooo bai I'm form Bangladesh pilij riplay me ❤❤,0,0
🎉❤🎉,0,0
Love from lebanon,0,0
SO YOU HAVE A 100 HRS & ONLY A 5 MIN 📹 YA OK 👍 👌 😅,0,0
Sana aboneyim,0,0
1mil views in 20 min is insane,0,0
❤❤❤❤❤❤,0,0
Mrbeast is LEGENDARY🌟,0,0
"1 minute gang 
           👇",0,0
'ESCRIBE'😂,0,0
This video was carzy awesome 😮,0,0
standing water It's dangerous.,0,0
كيف هاي الكم الهائل من المشاهدات,0,0
bro has too much aura...,0,0
আমি প্রথম,0,0
Follow me legends❤❤,0,0
Türk  var mı,0,0
Alguien español,0,0
Unexpected vedio 😮😮,0,0
CRAZY🫨🫨🫨,0,0
Porfin voy a provar tu chocolate,0,0
❤❤,0,0
This  video is very  special  😊,0,0
🇪🇬🇪🇬🇪🇬,0,0
Amenti,0,0
❤❤❤🎉,0,0
محمد برعي الافضل  من بيسكيك,0,0
Bangladesh 🇧🇩,0,0
"under 30 min ago gng: 
👇",0,0
Love from Azerbaijan,0,0
"удалил быстро, мне не понравилось:<<<",0,0
What’s up,0,0
🇦🇪 weakness of thrones w w s,0,0
200万再生行くまでに見れた人！？,0,0
gimmmeee  6969 dollars pilij,0,0
Pobre nolan,0,0
*1.1 M views in 24 mins*  😮😮😮😮😮,0,0
"""I moved the pyramids to the british musim"" ‏‪",0,0
Guys I swear I'm from Egypt 🇪🇬 😍 😂😂😂😂🎉 and inzyl means get down,0,0
SUIIIIIIIIIIIIIII,0,0
Egyptians are the builders❤,0,0
I have so many questions…😅,0,0
Under 1 hour gang,0,0
🎉,0,0
Under 1 hour🎉,0,0
Мистер Бин снимите вторую часть египетских пирамид,0,0
பாண்டிச்சேரி -fans assembly ❤😊,0,0
Love from EGYPT 🇪🇬 ❤,0,0
세상 좋아졌네,0,0
bro is in assassins creed origins,0,0
Achei,0,0
Je peux participer a une  de vos vidéos ❤😂😂😂😂je vous adore 😊🎉🎉🎉🎉🎉🎉❤❤❤❤❤,0,0
🎉🎉🎉🎉🎉🎉🎉,0,0
Ohhhh,0,0
Le vrai goat,0,0
hello,0,0
تحيا مصر,0,0
Is the next video going to be (I BOUGTH EGYPT)?,0,0
❤,0,0
Cool vid beast,0,0
"23minute, 1M 👍",0,0
Bangladeshi kew acen?,0,0
So how were they built,0,0
Our 36 basically is cave divers mode,0,0
Helwa ya baladi 🇪🇬🇪🇬🇪🇬❤️❤️❤️❤️,0,0
Woww! This is INSANE🤩,0,0
Genial,0,0
Under 30 mins gang🎉,0,0
Ola misterbis,0,0
Me gusta,0,0
perry the camel 7:12,0,0
I love Palestine,0,0
bir kere türkiyeye de gitseniz yani bari ziyaret edin🥺🥺🥺,0,0
"Under 30min gang
👇",0,0
❤,0,0
AHORA DEBERIAS IR DEBAJO DE LAS PIRAMIDES A ESOS GRANDES BLOQUES ENTERRADOS 640M,0,0
Bro...just how,0,0
booooooooooooooooooooo,0,0
엄청 재밌어요!!!,0,0
INDONESIAAAAAAA,0,0
❤🇧🇩❤,0,0
❤,0,0
"scans said there was a chamber under the paw, they for sure filled the tunnels in there was alot more then what was shown in the video in other pictures people took getting illegally.",0,0
It's really amazing....,0,0
Under 30mins gang 👇,0,0
PORQ LAS TUMBAS DE LOS TRABAJADORES ERAN PEQUEÑAS?,0,0
Nice video,0,0
od😂😂,0,0
Türk  varmi alo,0,0
Under 1 hour 👇,0,0
Wow,0,0
Wow 😮😮😮😮😮😮,0,0
*THE BEST VIDEO* 🎉,0,0
❤❤❤❤❤,0,0
Hello Mrbeast,0,0
😮,0,0
you should have ask why the statues dont have nose,0,0
‏‪0:40‬‏ wait im Egyptian,0,0
Welcome to Egypt ‏‪0:40‬‏,0,0
They were believed to be built by a much more ancient advance civilization and then inhabited by the Egyptians.,0,0
yes mrbeast aunque no lo puedo ver,0,0
VM GranMisterio te saluda. 🙋🏻‍♂️,0,0
7531,0,0
dang,0,0
chanderl is back,0,0
YESSIR IM NOT LATE,0,0
Love your video,0,0
Early,0,0
can i be in a vid,0,0
대단 하네...,0,0
Abi nolur konuş benimle,0,0
💯,0,0
Wow amazing ..,0,0
hollo Kazakhstan,0,0
مراتك حطالك سم في العصير,0,0
Under 30 mins gang 👇,0,0
العنه ليست حقيقيه,0,0
Sana para vercem,0,0
بلدي الحبيب ام الدنيا والحضارة 🇪🇬,0,0
This is scary 😂😂😂,0,0
Trop bien,0,0
It's so epic video,0,0
1 million in 25 min!!!!,0,0
진심으로 대단하고 존경합니다.,0,0
25 dakikada 7.5bin yorum 😀 bu adam kafayı yemiş.,0,0
"Wow, you are truly amazing!

너무 재미나용 ㅋㅋ 최고~",0,0
Y.      TUTANCAMON,0,0
Türkiye🇹🇷🇹🇷🇹🇷🇹🇷,0,0
🎉🎉🎉,0,0
Soy la unica ablando español😃,0,0
4th pls pin me,0,0
Tamil fans here👍,0,0
Yeay,0,0
Многих исследователей просто не пускают никуда. А этих дурачков пожалуйста),0,0
"إنها مصر 🇪🇬 يا سادة 
مرحبا بك في مصر أم الدنيا 
مصر أصل الحضارة ❤ مستر بيست🎉",0,0
S 120000,0,0
مصري و افتخى,0,0
Это видео просто шедевр,0,0
4500,0,0
Türk varmı,0,0
1 million views in 10 mins,0,0
А что Кристинку собой не взяли ?😂,0,0
Alguien que hable español por aqui 🫶,0,0
Español,0,0
"Under 1 hour gang 
👇🏻",0,0
bro this is mental😍😍😍😍😍😍😍 just wish it was longer😂,0,0
25 MINUTE GANG🎉🎉,0,0
Abi,0,0
Love your videos they are the best❤,0,0
W,0,0
طارق لابس كوفية (:,0,0
Its crazy how the video has been out for half an hour and already has a million views,0,0
Porque siento q habrá funa aquí también?,0,0
7:14 Karl is so much funny,0,0
😮,0,0
OOOOOOOOOOOOOOOOOO😮😮😮😮😮😮,0,0
Vm granmisterio te manda saludos 🫡,0,0
Under 1 hour hand 👇,0,0
The pyramids are not tombs people 😂,0,0
great videoo,0,0
Power of the money and the mind!,0,0
Palligram TV short official,0,0
Merheba,0,0
30 min lol,0,0
*Jay Shri Ram*,0,0
Every person who watches this video is goat,0,0
karl doing too much bro,0,0
سوف,0,0
LOVE Form BANGLADESH 🇧🇩,0,0
0:20 Still water💀,0,0
1881 year😮,0,0
Under one hour gang,0,0
Я в Узбекистане 😢😢😢я немалую купить😢😢😢😢😢😢,0,0
🇹🇷🇹🇷🇹🇷🇹🇷🇹🇷🇹🇷🇹🇷🇹🇷🫵🇹🇷🇹🇷,0,0
Salam olsun salama layik kimseye,0,0
finally a video that shows whats inside a pyramid.,0,0
Wow,0,0
Boys who wants to travel to Egypt with me,0,0
Love from türkey 🇹🇷🇹🇷🇹🇷❤️❤️❤️,0,0
“4500 years old” you can’t carbon date stone so in reality it is unknown when it was built. Also there is zero chance it only took 20 years to build.,0,0
OE MRBEAST,0,1
❤ LOVE YOU ALL❤,0,0
