comment,num_of_likes
"Cave explorer: ""This might be the only cave monkeys live""
Monkeys( 11:34 ): ""shit, we are done, humans arrived""",0
Yine mükemmel çalışma tebrikler krallk,0
Minecraft looking cave,0
ผมจะไปสร้างบ้านอยู่ที่นั้น,0
Real life Minecraft,0
"Endonezya'daki Arafura Denizi'ne bakmayı deneyin, denizin altında çok uzun bir duvar var ama çok derin ve tehlikeli",0
"My favourite part of this video is the sponsor at the end. Even on this YouTube channel, I cannot escape the oasis hype💀😂",0
Please don't use AI features.,0
Bellissimo documentario. Grazie,0
şahanesin,0
"Why don't they exploit that resource and also make it into a tourist attraction, the world's third largest cave?",0
This actually blew my mind on how beautiful and cool this is..,0
Entrance to agartha?,0
great video but the script is not so good,0
❤❤❤❤,0
"3:44 mins. Yeah I met those MFing leaches in Northern Thailand, they will actually hunt you down if you don't move fast enough. Which is hard to do halfway up a muddy mountain trail.",0
We are in a wounderful world :D,0
I am proud because I am Vietnamese,0
БАКСАНСКАЯ ПЕЩЕРА.Вот настоящая загадка,0
Imagine l intra terre...vous allez pas en revenir,0
cave divers nightmare,0
bro found dripston and lushcave biome,0
Your narration is so clearly different from when you actually speak on camera. What's up with that?,0
"It's just a theory, but maybe the reason he said R in Portuguese sounds like the G in German, is because in some words, the R in Portuguese is pronounced like a velar fricative [xɣ],  and the G in Dutch (yes, Dutch) is pronounced  like a Voiced velar fricative [ɣ],  so maybe he was confusing  German with the Dutch? Idk man, this hyper polyglots...",0
UNESCO nên công nhận nó là kỳ quan thiên nhiên,0
subterranean shunning grounds irl b like,0
imagine the caves that are deeper and bigger than the sea floor,0
My dream 🥲🥲 its so hard to get a free space to go there too,0
와...,0
Why do you use ai to read and probably write your story script?,0
.,0
"It has dinosaurs, Kong and a Monarch oupost inside too. You forgot to mention.",0
.,0
<3<3<3,0
ts how you get to agartha,0
"For sure, a perfect place to explain Plato’s Allegory of the Cave 😅. GREAT video!",0
This is the most interesting places on earth I’ve never heard of until now! Thank you for sharing your journey!!!,0
"Special for Ruhi Cenet, I TAP THE LIKE BUTTON FIRST EVEN THE VIDEO HASN'T STARTED YET.",0
"Đẹp điên đảo, ở Việt Nam nhưng mình không thể trải nghiệm Sơn Đoòng😅",0
Gracias.,0
너무 아름답다...,0
"Guys, it's hollow earth",0
Apolitik olmani anlamayamadim ama bu olaylarin ustune bir de video paylasiyosun,0
0:24 ОМГ,0
helal olsun,0
9.7 Mill views in 3 days. Bro fell off,0
ABİ NE ARA GLOBALE ÇIKTIN,0
9 hours?! This is nothing in comparison to escaping from Ukraine!! From the state of Nazi terror and violence,0
Bad traslation to spanish.😮,0
This would go hard as an ark base,0
This is evidence of the hollow earth theory where lizard people live.,0
Journey to the Center of the Earth...!,0
Vietnam 🇻🇳  Pho Ga soup is worldwide the best. 🍜,0
"You sound so stupid when you try to tell the audience how old your cave is.
""millions of years""
Idiot.",0
amazing 💪💪💪,0
"But why the clickbait thumbnail? Clearly the cave looks nothing like your picture. Great videos, but kind of lame being dishonest.",0
"Adme, это ты?",0
ruhi ses ver la,0
Bagus bagus,0
I think I saw this cave in Minecraft,0
Undertale?,0
Dharti ko to jaana nhi or chle h chaand ko jaan ne😂,0
"Even we doesn't know anything about earth ....
If we start to know about it😂",0
"A terra é fascinante!
Pena que o ser humano a destrua de maneira desenfreada.",0
"11:34 how these monkeys came there,as this cave? I mean the first group of monkeys.",0
Yılanlar adasına gide bilirmisin?,0
Thank you!,0
Who is this guy? He has so many views what the heck,0
"They said they did extensive research to prepare for this adventure and yet, they wear sneakers. lol",0
3 million years?😂 No.,0
Well come to Viet Nam!,0
👍,0
"What a great episode ,  another planet + tale world mixed at Vietname , goosebumped !!",0
"busefer sarmadı be ruhicim. çok abartmışsın, sıradan fiziki olayları inanılmaz mucizeler gibi betimlemişsin",0
needs a walmart,0
"Im used google chrome sir..
Btw your video is very owsome..",0
Gostei do canal já me escrevi Fabio de Recife 👍👍👍👍👍👍👍👍👍👍,0
😮😮,0
Son lo The Deeps como en el Zelda Totk.,0
işte kalite,0
10 milhões de viws em 3 dias 😮,0
"Hay, thật sự kênh làm tài liệu quá chi tiết.",0
Thiên đường cho đến khi con người phát hiện 🙄,0
Abi düşmeseydin iyiydi,0
How to make the most 'over-the-top youtube video' about a cave ever..,0
"What an incredible experience that would be.  Thank you for posting the video, it was fascinating.",0
Emeğinize sağlık gerçekten harika bir belgesel,0
I'm from Brazil and I love your videos. Thank you so much for the entertainment you give us your work. May God continue to bless you with great strength and health to see new and prosperous projects.,0
if he had a better mic:_,0
Made in abyss,0
Leaches? Nope. Nope.,0
Made in abyss,0
why is this the first time i hear about this,0
Untouched ecosystem... *proceeds to touch literally everything*,0
❤❤❤,0
Ah fuck Made in Abyss,0
Metri!!!!,0
This dudes content is legendary.,0
10/10 video,0
Bence thumnail konusunda daha iyi işler çıkarabilirsiniz,0
❤❤❤,0
Earth in Earth,0
The CLICK BAIT is strong with this video. what a fail.,0
6:26 Lol you got a lousy stick.,0
It's God that formed it,0
Teşekkürler ruhiçenet123 😅,0
VN đâu ❤🇻🇳🇻🇳🇻🇳🇻🇳🇻🇳🇻🇳🇻🇳,0
Voice are change 😢kis kis voice achha nehi laga,0
It's called MiddleEarth.,0
11:47 Con này không phải con rết. Nó là con cuốn chiếu loại lớn.,0
Thank you. Proud of Sơn Đòng ❤❤❤,0
КАК МОЖНО ТАК БЕЗДАРНО ПОДАВАТЬ ИНФОРМАЦИЮ О ТАКОМ КРУТОМ МЕСТЕ?,0
"You continue to represent our country, bravo Cenet🎉",0
"Looks like there's probably a turn in there somewhere that would take you on a journey to the center of the earth. 😁

Amazing place. The clouds were really a surprise.",0
woaaaaaaa,0
Mostrare la grotta è stato solo un pretesto per elogiare l'intelligenza artificiale. Io questo ho notato! E l'ho notato chiaramente!!,0
Baru aplod lgi tidak mudah untuk membikin vidio ini belum rekam nya belum juga editing nya,0
"Please stop touching wildlife! Especially in rare places, they do not have resistance to disease we carry. Thank you 😊",0
welcome to the underground,0
Curses on you for using AI.,0
유익한 채널이네요 이런 동굴 처음 봤어요,0
Jules Verne vous l'avait dit mais vous n'écoutez rien !!,0
0:43 i think building one (or not one) is a great idea,0
"Wow coool 🎉
I hope no one find small gaps to enter the uncharted area",0
This is one place i hope in my lifetime i get to visit before any major changes happens..,0
"Video rất hay, quảng cáo cũng rất mượt mà, tôi sẽ tải opera ở đường link để trải nghiệm thử",0
"Es la tierra hueca 🗣️
Kingkong y Godzilla tenían razón xd",0
Thanks,0
Việt nam nhà tôi 🇻🇳🇻🇳🇻🇳🇻🇳🇻🇳🇻🇳🇻🇳🇻🇳🇻🇳mãi đỉnh,0
This guy is Türkiye’s pride,0
Emeğine yüreğine sağlık KRAL.,0
💜💜,0
Nice to be a bit longer,0
I love Vietnam ,0
"Nice fake thunbnail, mate.",0
Omg… It was really a great experience ❤,0
One of the best YouTube personalities I have ever come across on this platform!,0
Terra oca,0
Don't tell anyone where it is or it will be ruined.,0
Made in Abyss vibes there,0
Such a hidden gem! I had no idea this place existed. Thanks for sharing such valuable travel insights! 💙,0
incredible place,0
"Sounds like Verne's ""center of the Earth.""",0
Made in abyss in real life???!!! 🔥🔥🔥,0
Türkçe altyazılı neden yok?,0
Video duration very short,0
такая частая смена кадров раздражает,0
Welcome to Viet Nam,0
8:35 Barnacles from Half Life.,0
"9:04 ""Каплям воды надо около 20 секунд, чтобы достигнуть земли с такой высоты! Какая высота этой стены? 140 метров?"" 🤣 Похоже и физика в тех местах другая, ютубовская🤣🤣",0
"Que lugar maravilhoso se tivesse uma hora de vídeo eu assistiria fácil, fácil!",0
meeee 😮,0
Like the video but one major thing. Could be made into 2 and spend more time on each high lite Watching feels like you are on/ in a train passing by,0
This looks like it came straight from Sonic the Hedgehog,0
동굴 ㅈ됐네 이런식으로 사람들이 들쑤씨겠네ㅋㅋㅋ,0
"si ceci est vrai, c' est un monde perdu. il ne faut surtout plu y aller, y retourner, et dire ou il se trouve, sous peine de perdre a tout jamais ce monde unique, que certains se feront un plaisir a détruire définitivement.  oubliez le !!!!!!!!!!",0
Welcome to timor leste 🇹🇱,0
"4:00 those are unfounded conclusion, these are theories and you'd do well to present that as such.",0
I gotta believe these people know about better technology than nike sneakers...,0
مكان جميل 🌿,0
người Việt Nam hân hạnh chào đón các bạn đến khám phá !,0
11m view in 4day,0
look like the cave in fantasy world,0
"Being a geologist, this place seems like a wonderland for me.❤",0
Where did the deer bones come from? How did they get there?,0
Your English sounds so much more fluent.,0
The computer generated 3d side profile of the cave looks like a cave exploration edition of a flesh light,0
Lowkey hollow earth .,0
One of the best utuber,0
Je pense qu il doit avoir d autres grottes de ce type à travers le monde non découverte et peut être bien plus vaste cachant d autres choses.,0
"Do you know Son Doong, Vietnam?",0
"Chanel yg gak kaleng""❤",0
"I guess Vietnam is a ways away from Thailand, kinda crazy with the earth quake that just happened",0
"I remember doing this dungeon in Elden Ring, up on the consecrated snowfield",0
"Yaşam ne kadar inatçı bir yolcudur…
Karanlıkların en derinine,  
soğukların en ayazına,  
susuzluğun en çorak yüreğine  
bir tohum bırakır,  
bir nefes salar,  
bir umut eker.  

""Burada hayat olmaz,"" dersin,  
kayalar çatlamaz,  
ateş soğumaz,  
deniz kurur,  
toprak bile ölür dersin…  
ama yanılırsın, dostum,  
yanılırsın!  

Çünkü yaşam,  
gözle göremediğin bir kahramandır.  
Buzların arasında bir mikrobun türküsüdür,  
çöllerin ortasında bir dikenin direnişidir,  
volkanların yanında bir solucanın dansıdır.  
Ve o her zaman kazanan taraftır.  

Yaşam,  
bir çatlaktan sızan güneş ışığıdır,  
bir damladan doğan okyanustur.  
Kendi kendine yeten bir rüzgardır,  
ve her seferinde seni yanıltır,  
Herşeyi bildiğini sanan insana bakar ve gülümser.

""Burada hayat olamaz,"" diye fısıldarsın,  
ama o inadına yeşerir,  
inadına yaşar,  
inadına seninle alay eder.  

Yaşam,  
bir özgürlük savaşı gibidir.
bir kavgadır yaşam,  
bir türkü,  
bir direnç,  
bir haykırış:  
""Olmaz dediğin her yerde,  
varım ben!"" der.

Ve sen bakarsın,  
hayretle,  
minnetle,  
çaresizce…  
Yaşam, her seferinde seni yener.",0
Bro found agartha,0
Con người thật nhỏ bé trước thiên nhiên hùng vĩ. ❤️,0
How are caves like strong enough? Can we estimate how much weight is on Top lol that just seems insane,0
It’s giving those huge Minecraft caves,0
"Mammoth Cave is the longest cave system at over 500 miles long, and Son Doong is the largest by volume!",0
Kendi ekosistemi olan ayrı bir gezegen gibi. Ayrıca ilk keşfi 1991 yılıdır Vietnamlı yerli keşfetmiştir.,0
Too much human 😢,0
Guys.. we found it... we found the hollow EARTH!!!,0
เอาตะเข้ไปปล่อยรับรองมรึงเอ้ยยยมัน,0
Então esse é o famoso update das cavernas do minecraft?,0
Damn who brought the boats all the way to the last part??,0
"Be Me

Be Dwarf

Be Salivating

This will be where I build my city.",0
I wouldn't go in that place without a fully sealed hazmat suit and my own oxygen supply. I can't imagine the untold parasites that haven't even been discovered yet.,0
"Muito maneiro, pode haver umas enormes pelo mundo, e nunca forma achadas",0
Terimakasih bro..,0
Mantap,0
This tells me The earth is trying to protect itself! 😢,0
Kardeşim adamın içeriği güzel olabilir oda başka kanaldan özeniyor her işimiz çalıntı,0
Very interesting. Thanks for sharing,0
"Como sempre,videos incríveis.
Saudações do Brasil 🇧🇷",0
Ducoup y'a des connard comme lui qui viennent salir le lieu et cheh t'es tomber batard,0
It is the perfect place for a Tomb Raider game,0
"Incrível 
Abraços do Brasil",0
вау,0
"Geil , da will ich auch hin :O",0
Emeğine sağlık,0
Muhteşem 👍,0
قناتكم رائعه ❤❤❤,0
какая же тупая реклама в этом ролике,0
Thank again for such an amazing video Ruhi... Legend!!!,0
Ở gần nhà mình . Ai muốn đi liên hệ mình,0
Yo pienso de forma similar y lamentablemente muchas veces uno entra en la vorágine de la mayoría sin querer igual por que esta todo tan contaminado que te salpica. Cada vez me doy cuenta que hablo con menos gente. Ahora escribo. Saludos desde Uruguay,0
"The exaggeration in the intro alone, is unbearable.",0
"⚠️ The cave formed around 4,000 years ago, not the ficticious ""Millions of years ago"".",0
There are no clouds in it.  That's fog,0
"LETS GO GOD ID GOOD JESUS CHRIST IS GOD MUCH LOVE TO YOU ALL ❤️‍🔥💗💜🧡❤️💚🤍✝️🐑 Romans 10:9 — (""That if thou shalt confess with thy mouth the Lord Jesus, and shalt believe in thine heart that God hath raised him from the dead, thou shalt be saved."")

1 Corinthians 1:18 — (""For the preaching of the cross is to them that perish foolishness; but unto us which are saved it is the power of God."")

1 John 2:2
(“2 And he is the propitiation for our sins: and not for ours only, but also for the sins of the whole world.”)",0
harika bir belgesel daha. Ruhi Allah işini denk getirsin.,0
Wow que lugar tan sorprendente,0
silenzio....pace...andiamo a viverci? una prolunga e portiamo la luce!,0
"Umm I don't know if I was the only one that seen that , ‼️7:17‼️ what kind of foot print that was the spider webs was and it had 3 toes",0
Que cenário incrível eu já andei em uma caverna mais não era igual essa.,0
"Esse canal é um dos meus favoritos do YouTube, eu amo conhecer os mistérios do mundo.
OBRIGADO RUHI 👏👏👏👏👏🥇",0
Uma beleza exuberante que pode te matar a qualquer momento.,0
Унікальна реклама браузера. Дякую за інформативний контент який не відносяться до реклами.,0
